,ta,tw
1999-02-26,-0.338,0.41
1999-02-27,1.246,0.49
1999-02-28,0.925,0.49
1999-03-01,-2.242,0.89
1999-03-02,-1.333,0.71
1999-03-03,-3.633,0.4
1999-03-04,-7.2,0.39
1999-03-05,-8.496,0.36
1999-03-06,-8.826,0.42
1999-03-07,-5.992,0.52
1999-03-08,-3.096,0.24
1999-03-09,-1.813,0.24
1999-03-10,-2.067,0.52
1999-03-11,-2.071,0.36
1999-03-12,-0.646,0.27
1999-03-13,-0.429,0.5
1999-03-14,0.117,0.59
1999-03-15,0.921,0.58
1999-03-16,3.842,1.05
1999-03-17,3.813,1.09
1999-03-18,0.654,1.06
1999-03-19,0.542,0.71
1999-03-20,1.183,0.71
1999-03-21,-1.733,0.54
1999-03-22,-2.525,0.64
1999-03-23,0.817,1.08
1999-03-24,-2.296,0.91
1999-03-25,-1.517,1.14
1999-03-26,1.479,1.21
1999-03-27,4.133,0.81
1999-03-28,4.283,0.89
1999-03-29,3.692,0.82
1999-03-30,5.304,0.82
1999-03-31,12.7,0.48
1999-04-01,2.517,0.48
1999-04-02,2.754,0.48
1999-04-03,2.154,0.47
1999-04-04,1.071,0.57
1999-04-05,1.229,0.57
1999-04-06,2.642,0.57
1999-04-07,4.362,1.45
1999-04-08,5.071,0.57
1999-04-09,3.217,0.6
1999-04-10,2.9,1.44
1999-04-11,2.867,1.44
1999-04-12,2.679,2.05
1999-04-13,3.367,1.51
1999-04-14,5.829,0.96
1999-04-15,6.521,0.96
1999-04-16,3.942,1.23
1999-04-17,1.404,1.23
1999-04-18,2.175,1.26
1999-04-19,2.367,1.31
1999-04-20,3.033,1.26
1999-04-21,3.45,1.9
1999-04-22,2.479,1.99
1999-04-23,2.587,1.57
1999-04-24,2.479,1.56
1999-04-25,7.883,1.49
1999-04-26,8.296,1.62
1999-04-27,4.658,1.67
1999-04-28,6.604,2.16
1999-04-29,7.188,1.83
1999-04-30,9.254,1.84
1999-05-01,11.129,1.78
1999-05-02,16.463,1.74
1999-05-03,14.992,1.75
1999-05-04,13.783,1.68
1999-05-05,10.837,1.68
1999-05-06,10.608,1.68
1999-05-07,6.912,1.68
1999-05-08,5.404,1.68
1999-05-09,4.121,2.49
1999-05-10,4.058,2.39
1999-05-11,5.421,2.39
1999-05-12,6.354,2.27
1999-05-13,4.808,2.35
1999-05-14,7.246,2.96
1999-05-15,11.396,3.2
1999-05-16,13.975,3.2
1999-05-17,13.025,3.2
1999-05-18,5.779,3.2
1999-05-19,4.138,2.21
1999-05-20,9.088,2.21
1999-05-21,9.925,3.01
1999-05-22,5.242,2.48
1999-05-23,4.796,2.48
1999-05-24,3.946,2.48
1999-05-25,5.1,2.49
1999-05-26,9.054,3.54
1999-05-27,14.725,4.35
1999-05-28,13.467,2.8
1999-05-29,19.225,4.23
1999-05-30,20.93,3.94
1999-05-31,13.429,3.94
1999-06-01,3.5,3.56
1999-06-02,4.917,3.57
1999-06-03,9.592,4.77
1999-06-04,11.613,4.64
1999-06-05,13.55,4.64
1999-06-06,16.583,4.64
1999-06-07,16.739,5.05
1999-06-08,14.096,5.09
1999-06-09,13.183,5.12
1999-06-10,17.158,5.4
1999-06-11,10.904,5.4
1999-06-12,10.838,5.4
1999-06-13,13.229,5.37
1999-06-14,7.292,5.37
1999-06-15,7.162,4.28
1999-06-16,8.267,5.62
1999-06-17,10.596,5.23
1999-06-18,13.787,6.98
1999-06-19,14.779,7.18
1999-06-20,15.846,7.36
1999-06-21,16.846,7.38
1999-06-22,17.617,7.21
1999-06-23,17.817,7.21
1999-06-24,18.3,8.66
1999-06-25,19.242,9.16
1999-06-26,21.433,8.85
1999-06-27,19.083,8.85
1999-06-28,12.546,8.72
1999-06-29,11.442,6.8
1999-06-30,15.375,6.95
1999-07-01,12.721,6.95
1999-07-02,10.546,6.95
1999-07-03,17.704,6.95
1999-07-04,21.104,6.95
1999-07-05,16.929,6.95
1999-07-06,17.604,9.02
1999-07-07,16.1,9.13
1999-07-08,14.537,9.19
1999-07-09,11.1,9.19
1999-07-10,12.392,9.23
1999-07-11,17.008,11.14
1999-07-12,19.675,10.77
1999-07-13,19.283,12.61
1999-07-14,19.067,14.06
1999-07-15,17.979,11.87
1999-07-16,21.163,11.87
1999-07-17,16.817,11.94
1999-07-18,14.833,11.77
1999-07-19,15.929,13.18
1999-07-20,18.921,14.2
1999-07-21,19.742,17.67
1999-07-22,21.704,16.48
1999-07-23,22.204,16.5
1999-07-24,22.217,16.72
1999-07-25,19.696,16.33
1999-07-26,21.113,16.33
1999-07-27,19.429,15.79
1999-07-28,19.66,15.8
1999-07-29,21.389,17.69
1999-07-30,25.267,18.11
1999-07-31,21.983,16.69
1999-08-01,17.979,16.38
1999-08-02,17.512,16.49
1999-08-03,17.946,16.33
1999-08-04,17.217,16.35
1999-08-05,16.77,16.18
1999-08-06,16.204,16.06
1999-08-07,17.546,16.07
1999-08-08,13.546,16.1
1999-08-09,15.5,15.51
1999-08-10,15.746,15.75
1999-08-11,18.058,16.97
1999-08-12,16.03,16.78
1999-08-13,14.4,16.78
1999-08-14,16.304,15.44
1999-08-15,17.237,14.7
1999-08-16,18.629,14.95
1999-08-17,16.175,14.99
1999-08-18,14.754,15.42
1999-08-19,15.196,16.33
1999-08-20,15.896,17.01
1999-08-21,17.288,16.91
1999-08-22,18.929,17.14
1999-08-23,18.796,17.14
1999-08-24,18.467,16.39
1999-08-25,16.85,18.68
1999-08-26,18.75,19.18
1999-08-27,21.567,18.93
1999-08-28,21.104,17.59
1999-08-29,14.51,16.85
1999-08-30,14.975,16.08
1999-08-31,17.0,16.08
1999-09-01,19.213,16.72
1999-09-02,21.133,16.77
1999-09-03,21.808,18.72
1999-09-04,22.283,18.54
1999-09-05,20.573,17.79
1999-09-06,16.975,17.21
1999-09-07,17.875,17.43
1999-09-08,18.471,17.44
1999-09-09,15.042,17.36
1999-09-10,12.779,17.36
1999-09-11,13.963,14.76
1999-09-12,15.477,14.79
1999-09-13,14.267,15.4
1999-09-14,12.433,15.39
1999-09-15,12.646,13.82
1999-09-16,13.663,13.96
1999-09-17,14.242,14.66
1999-09-18,16.1,14.16
1999-09-19,15.265,14.16
1999-09-20,9.142,14.17
1999-09-21,8.858,13.0
1999-09-22,13.717,13.43
1999-09-23,13.2,13.06
1999-09-24,11.013,13.9
1999-09-25,12.946,13.33
1999-09-26,16.262,13.26
1999-09-27,13.962,13.36
1999-09-28,12.321,13.36
1999-09-29,11.971,12.62
1999-09-30,11.217,12.63
1999-10-01,9.062,12.63
1999-10-02,7.125,12.45
1999-10-03,4.654,11.05
1999-10-04,7.467,10.52
1999-10-05,9.133,10.52
1999-10-06,3.004,10.77
1999-10-07,5.525,10.77
1999-10-08,11.175,10.74
1999-10-09,10.837,10.35
1999-10-10,12.717,10.02
1999-10-11,11.004,10.09
1999-10-12,11.604,10.09
1999-10-13,6.754,9.73
1999-10-14,7.1,9.7
1999-10-15,10.004,9.56
1999-10-16,10.171,9.56
1999-10-17,6.633,9.56
1999-10-18,4.037,9.56
1999-10-19,5.858,9.56
1999-10-20,5.429,9.57
1999-10-21,9.029,9.57
1999-10-22,4.983,9.57
1999-10-23,3.133,9.57
1999-10-24,3.204,9.37
1999-10-25,8.646,7.44
1999-10-26,4.925,7.46
1999-10-27,3.713,7.42
1999-10-28,7.138,7.31
1999-10-29,6.817,7.19
1999-10-30,10.296,7.26
1999-10-31,8.421,7.82
1999-11-01,11.217,7.76
1999-11-02,3.333,7.7
1999-11-03,-0.396,7.58
1999-11-04,4.279,6.25
1999-11-05,8.537,6.4
1999-11-06,4.583,6.42
1999-11-07,3.782,6.25
1999-11-08,8.183,5.85
1999-11-09,13.463,6.01
1999-11-10,4.463,6.13
1999-11-11,1.729,6.13
1999-11-12,5.096,6.13
1999-11-13,7.292,6.17
1999-11-14,5.279,6.0
1999-11-15,2.625,6.0
1999-11-16,-0.304,5.85
1999-11-17,2.004,5.92
1999-11-18,5.046,5.92
1999-11-19,5.446,5.92
1999-11-20,1.908,3.95
1999-11-21,4.617,3.95
1999-11-22,6.675,4.02
1999-11-23,5.317,4.02
1999-11-24,3.604,5.67
1999-11-25,4.196,5.7
1999-11-26,4.712,5.71
1999-11-27,3.133,5.71
1999-11-28,1.479,5.71
1999-11-29,-1.171,5.71
1999-11-30,-1.637,5.66
1999-12-01,2.837,4.5
1999-12-02,4.133,4.5
1999-12-03,5.033,4.5
1999-12-04,4.265,4.5
1999-12-05,0.229,4.5
1999-12-06,-1.225,4.5
1999-12-07,0.467,4.5
1999-12-08,2.75,4.51
1999-12-09,3.596,4.51
1999-12-10,0.217,4.45
1999-12-11,-0.4,4.29
1999-12-12,1.65,4.29
1999-12-13,2.338,4.72
1999-12-14,2.058,4.92
1999-12-15,0.717,4.92
1999-12-16,-5.713,4.92
1999-12-17,-7.554,4.92
1999-12-18,-5.838,4.91
1999-12-19,-0.642,4.91
1999-12-20,-2.417,4.91
1999-12-21,-11.983,4.91
1999-12-22,-10.829,4.91
1999-12-23,-10.433,4.91
1999-12-24,-7.663,4.75
1999-12-25,-2.754,4.75
1999-12-26,-4.154,4.76
1999-12-27,-9.013,4.76
1999-12-28,-6.667,4.66
1999-12-29,-3.392,4.66
1999-12-30,-7.875,2.7
1999-12-31,-4.175,2.7
2000-01-01,-1.387,2.75
2000-01-02,-2.225,2.75
2000-01-03,-3.342,2.76
2000-01-04,-4.321,2.76
2000-01-05,-6.554,2.73
2000-01-06,-2.788,2.73
2000-01-07,-6.8,2.73
2000-01-08,-2.65,2.74
2000-01-09,0.667,2.74
2000-01-10,1.562,2.74
2000-01-11,-1.161,2.74
2000-01-12,-9.967,2.74
2000-01-13,-9.252,2.74
2000-01-14,-7.396,2.7
2000-01-15,-3.333,2.7
2000-01-16,-7.879,1.72
2000-01-17,-9.125,1.72
2000-01-18,-4.117,1.72
2000-01-19,-7.5,1.72
2000-01-20,-11.621,1.72
2000-01-21,-13.75,1.72
2000-01-22,-10.729,1.72
2000-01-23,-7.757,1.72
2000-01-24,-9.075,1.72
2000-01-25,-7.929,1.72
2000-01-26,-9.892,1.69
2000-01-27,-5.705,1.31
2000-01-28,-3.439,1.72
2000-01-29,-2.054,1.53
2000-01-30,-2.408,1.15
2000-01-31,-1.671,1.15
2000-02-01,-5.737,1.16
2000-02-02,-4.009,1.16
2000-02-03,-2.408,1.16
2000-02-04,-3.579,1.76
2000-02-05,-2.096,1.74
2000-02-06,-2.379,0.98
2000-02-07,-5.067,1.04
2000-02-08,-3.73,1.04
2000-02-09,-3.146,0.99
2000-02-10,-6.246,0.99
2000-02-11,-9.004,0.51
2000-02-12,-7.942,0.59
2000-02-13,-8.037,0.64
2000-02-14,-6.75,0.64
2000-02-15,-3.858,0.61
2000-02-16,-7.696,0.62
2000-02-17,-9.117,0.59
2000-02-18,-4.038,0.57
2000-02-19,-4.138,0.56
2000-02-20,-3.183,0.6
2000-02-21,0.3,1.01
2000-02-22,1.865,1.27
2000-02-23,1.896,1.21
2000-02-24,2.809,1.21
2000-02-25,3.104,1.21
2000-02-26,4.883,1.21
2000-02-27,3.179,1.16
2000-02-28,-0.233,1.16
2000-02-29,3.304,0.81
2000-03-01,2.552,0.81
2000-03-02,-1.633,1.06
2000-03-03,1.358,1.29
2000-03-04,4.313,1.29
2000-03-05,3.535,0.46
2000-03-06,4.087,0.87
2000-03-07,7.375,0.58
2000-03-08,6.796,0.57
2000-03-09,-4.892,1.19
2000-03-10,-7.0,1.2
2000-03-11,-3.771,1.44
2000-03-12,-3.017,1.28
2000-03-13,-2.796,1.28
2000-03-14,-1.667,1.28
2000-03-15,-3.108,0.69
2000-03-16,-4.679,0.7
2000-03-17,-5.383,0.71
2000-03-18,-0.725,0.74
2000-03-19,0.258,0.74
2000-03-20,1.779,0.74
2000-03-21,2.712,0.74
2000-03-22,5.917,0.74
2000-03-23,6.908,1.82
2000-03-24,6.046,1.7
2000-03-25,4.921,1.7
2000-03-26,3.425,1.68
2000-03-27,1.908,1.67
2000-03-28,1.033,1.69
2000-03-29,0.208,1.69
2000-03-30,1.637,1.74
2000-03-31,3.05,1.39
2000-04-01,5.038,1.22
2000-04-02,6.092,1.22
2000-04-03,5.109,1.22
2000-04-04,-1.887,1.36
2000-04-05,-0.152,1.2
2000-04-06,1.417,1.2
2000-04-07,-3.096,1.26
2000-04-08,-1.142,1.37
2000-04-09,-0.075,1.38
2000-04-10,-3.329,0.98
2000-04-11,-2.483,1.01
2000-04-12,-0.192,1.11
2000-04-13,1.571,1.36
2000-04-14,2.292,1.36
2000-04-15,-0.692,1.36
2000-04-16,-1.087,1.36
2000-04-17,0.983,1.35
2000-04-18,2.696,1.35
2000-04-19,3.179,1.34
2000-04-20,2.892,1.34
2000-04-21,3.479,1.67
2000-04-22,5.542,1.12
2000-04-23,5.858,2.05
2000-04-24,5.346,2.31
2000-04-25,5.112,1.6
2000-04-26,7.542,1.26
2000-04-27,8.387,1.33
2000-04-28,3.858,1.33
2000-04-29,1.558,1.6
2000-04-30,4.333,1.0
2000-05-01,6.75,1.12
2000-05-02,3.858,1.38
2000-05-03,8.575,1.42
2000-05-04,10.925,1.42
2000-05-05,9.621,1.42
2000-05-06,19.0,1.42
2000-05-07,14.187,1.42
2000-05-08,8.025,1.42
2000-05-09,5.579,2.28
2000-05-10,7.267,2.11
2000-05-11,7.683,2.11
2000-05-12,7.788,2.11
2000-05-13,6.271,2.15
2000-05-14,4.217,2.11
2000-05-15,6.325,1.98
2000-05-16,7.796,2.19
2000-05-17,8.057,2.19
2000-05-18,3.473,2.24
2000-05-19,4.125,2.66
2000-05-20,6.596,2.66
2000-05-21,10.242,2.33
2000-05-22,9.542,2.33
2000-05-23,9.154,2.33
2000-05-24,10.433,2.34
2000-05-25,7.187,2.34
2000-05-26,6.996,3.4
2000-05-27,5.546,3.03
2000-05-28,7.471,3.03
2000-05-29,9.954,3.86
2000-05-30,10.812,3.86
2000-05-31,8.208,3.86
2000-06-01,8.6,3.86
2000-06-02,6.012,3.75
2000-06-03,8.758,3.75
2000-06-04,6.679,3.76
2000-06-05,7.308,3.81
2000-06-06,9.621,3.92
2000-06-07,7.758,3.92
2000-06-08,13.742,3.92
2000-06-09,7.113,3.94
2000-06-10,6.862,3.94
2000-06-11,4.65,3.94
2000-06-12,5.675,3.95
2000-06-13,9.513,4.21
2000-06-14,13.746,4.22
2000-06-15,12.7,4.22
2000-06-16,10.079,4.22
2000-06-17,7.929,4.23
2000-06-18,10.704,4.23
2000-06-19,10.479,5.89
2000-06-20,11.462,5.89
2000-06-21,15.842,6.12
2000-06-22,11.292,7.12
2000-06-23,14.979,6.47
2000-06-24,14.9,6.47
2000-06-25,12.846,6.59
2000-06-26,12.392,6.59
2000-06-27,11.871,6.24
2000-06-28,13.779,7.86
2000-06-29,11.492,7.86
2000-06-30,15.883,7.83
2000-07-01,17.326,7.83
2000-07-02,11.842,7.83
2000-07-03,9.417,7.92
2000-07-04,11.929,8.0
2000-07-05,13.812,8.0
2000-07-06,11.479,10.33
2000-07-07,12.633,10.33
2000-07-08,15.412,10.33
2000-07-09,18.617,10.41
2000-07-10,14.833,9.65
2000-07-11,15.221,11.71
2000-07-12,16.762,11.71
2000-07-13,17.975,11.71
2000-07-14,16.858,11.71
2000-07-15,15.038,13.16
2000-07-16,17.35,13.16
2000-07-17,16.642,13.41
2000-07-18,10.679,13.41
2000-07-19,12.292,11.62
2000-07-20,13.829,11.62
2000-07-21,11.546,11.63
2000-07-22,11.904,11.48
2000-07-23,13.346,14.08
2000-07-24,17.346,14.08
2000-07-25,17.6,14.08
2000-07-26,18.225,14.01
2000-07-27,17.775,14.01
2000-07-28,15.588,14.01
2000-07-29,17.042,14.83
2000-07-30,18.1,14.83
2000-07-31,19.371,14.83
2000-08-01,20.129,14.83
2000-08-02,16.125,14.66
2000-08-03,13.767,14.66
2000-08-04,16.9,15.51
2000-08-05,18.808,15.75
2000-08-06,17.512,15.75
2000-08-07,17.404,15.77
2000-08-08,14.938,15.77
2000-08-09,15.35,15.77
2000-08-10,17.679,17.23
2000-08-11,17.533,17.29
2000-08-12,18.775,16.93
2000-08-13,18.846,16.9
2000-08-14,17.338,16.9
2000-08-15,19.908,16.9
2000-08-16,15.133,15.54
2000-08-17,14.417,15.54
2000-08-18,14.054,15.78
2000-08-19,13.937,16.22
2000-08-20,14.392,15.46
2000-08-21,16.104,15.37
2000-08-22,17.754,15.38
2000-08-23,17.183,15.39
2000-08-24,18.292,16.6
2000-08-25,20.446,16.67
2000-08-26,18.3,16.67
2000-08-27,17.354,16.72
2000-08-28,18.008,16.94
2000-08-29,18.079,16.77
2000-08-30,17.762,16.41
2000-08-31,19.258,16.41
2000-09-01,13.292,16.42
2000-09-02,13.029,16.42
2000-09-03,13.267,16.42
2000-09-04,13.375,14.67
2000-09-05,13.592,15.19
2000-09-06,14.85,15.19
2000-09-07,16.75,14.05
2000-09-08,16.117,14.07
2000-09-09,15.896,14.31
2000-09-10,18.663,14.3
2000-09-11,17.779,14.3
2000-09-12,14.833,14.3
2000-09-13,16.704,14.1
2000-09-14,14.604,14.91
2000-09-15,10.463,14.19
2000-09-16,12.379,13.64
2000-09-17,15.236,12.52
2000-09-18,17.935,12.52
2000-09-19,19.833,12.53
2000-09-20,14.6,12.53
2000-09-21,8.825,12.53
2000-09-22,11.092,12.53
2000-09-23,9.717,12.53
2000-09-24,7.267,12.51
2000-09-25,10.688,12.21
2000-09-26,12.167,12.16
2000-09-27,6.458,12.16
2000-09-28,8.058,12.16
2000-09-29,14.725,12.16
2000-09-30,16.35,12.17
2000-10-01,15.675,12.17
2000-10-02,13.733,12.22
2000-10-03,12.104,11.91
2000-10-04,8.992,11.32
2000-10-05,8.371,11.32
2000-10-06,4.808,11.32
2000-10-07,2.954,11.33
2000-10-08,4.342,11.33
2000-10-09,8.946,10.43
2000-10-10,11.117,10.56
2000-10-11,12.038,10.43
2000-10-12,13.638,10.09
2000-10-13,14.767,10.07
2000-10-14,10.808,10.07
2000-10-15,5.896,10.08
2000-10-16,6.912,10.08
2000-10-17,8.304,10.32
2000-10-18,11.167,10.17
2000-10-19,11.9,9.98
2000-10-20,14.146,9.73
2000-10-21,8.012,9.56
2000-10-22,8.837,9.64
2000-10-23,11.15,9.64
2000-10-24,11.117,9.64
2000-10-25,9.925,9.64
2000-10-26,13.087,9.64
2000-10-27,8.65,9.64
2000-10-28,3.113,9.65
2000-10-29,6.178,7.68
2000-10-30,8.829,9.12
2000-10-31,10.583,9.07
2000-11-01,11.348,9.07
2000-11-02,12.812,9.07
2000-11-03,9.225,9.07
2000-11-04,5.696,8.9
2000-11-05,8.279,9.32
2000-11-06,9.538,9.33
2000-11-07,8.338,9.33
2000-11-08,5.5,9.33
2000-11-09,3.504,9.33
2000-11-10,4.925,9.33
2000-11-11,2.621,9.33
2000-11-12,3.071,9.33
2000-11-13,4.354,9.33
2000-11-14,0.992,9.33
2000-11-15,1.1,9.33
2000-11-16,0.929,9.33
2000-11-17,-1.908,9.33
2000-11-18,-2.15,9.33
2000-11-19,-2.254,9.33
2000-11-20,-2.183,9.33
2000-11-21,-5.646,9.33
2000-11-22,-5.471,9.33
2000-11-23,-3.267,9.33
2000-11-24,0.317,9.33
2000-11-25,4.904,9.33
2000-11-26,4.35,9.33
2000-11-27,2.987,9.33
2000-11-28,2.142,9.33
2000-11-29,0.565,9.33
2000-11-30,-1.191,9.33
2000-12-01,-3.133,9.33
2000-12-02,-1.387,9.33
2000-12-03,0.729,3.36
2000-12-04,0.679,3.37
2000-12-05,-8.596,3.37
2000-12-06,-9.946,3.37
2000-12-07,-9.537,3.37
2000-12-08,-8.583,3.37
2000-12-09,-6.321,3.37
2000-12-10,-7.871,3.37
2000-12-11,-11.017,3.37
2000-12-12,-10.139,3.37
2000-12-13,-9.054,3.37
2000-12-14,-5.667,3.37
2000-12-15,-4.35,3.37
2000-12-16,-0.621,3.37
2000-12-17,-4.257,3.37
2000-12-18,-7.163,3.37
2000-12-19,-8.025,3.37
2000-12-20,-7.054,3.37
2000-12-21,-4.313,3.37
2000-12-22,-7.904,3.37
2000-12-23,-7.9,3.37
2000-12-24,-9.3,3.37
2000-12-25,-9.387,3.37
2000-12-26,-8.558,3.37
2000-12-27,-11.358,3.37
2000-12-28,-9.542,3.37
2000-12-29,-4.492,3.37
2000-12-30,-4.179,3.37
2000-12-31,-6.25,3.37
2001-01-01,-5.496,3.37
2001-01-02,-4.046,2.42
2001-01-03,-4.792,2.42
2001-01-04,-3.671,2.42
2001-01-05,-0.821,2.42
2001-01-06,-5.75,2.42
2001-01-07,-4.337,2.42
2001-01-08,-7.183,2.42
2001-01-09,-2.658,2.42
2001-01-10,2.108,2.32
2001-01-11,0.846,2.31
2001-01-12,0.179,2.31
2001-01-13,1.7,2.31
2001-01-14,1.092,2.31
2001-01-15,0.067,2.31
2001-01-16,-4.837,2.31
2001-01-17,-6.296,2.31
2001-01-18,-3.942,2.31
2001-01-19,-9.508,2.31
2001-01-20,-6.188,0.97
2001-01-21,-4.675,0.98
2001-01-22,-3.342,0.98
2001-01-23,0.271,0.98
2001-01-24,-4.65,0.98
2001-01-25,-4.062,0.98
2001-01-26,-1.604,0.98
2001-01-27,-7.808,0.98
2001-01-28,-3.421,0.98
2001-01-29,-0.729,1.23
2001-01-30,0.696,1.23
2001-01-31,-2.521,1.23
2001-02-01,-4.192,1.23
2001-02-02,-10.146,1.23
2001-02-03,-8.054,1.23
2001-02-04,-4.121,1.23
2001-02-05,-3.521,1.23
2001-02-06,-2.65,1.23
2001-02-07,-4.554,1.15
2001-02-08,-3.492,1.15
2001-02-09,-3.663,1.15
2001-02-10,-10.908,1.15
2001-02-11,-10.192,1.15
2001-02-12,-4.792,1.15
2001-02-13,-3.054,1.15
2001-02-14,-4.987,1.15
2001-02-15,-6.738,1.15
2001-02-16,-5.75,1.15
2001-02-17,-11.146,1.15
2001-02-18,-7.646,1.15
2001-02-19,-3.933,1.15
2001-02-20,-7.6,1.15
2001-02-21,-13.7,1.15
2001-02-22,-9.904,1.15
2001-02-23,-8.329,1.15
2001-02-24,-5.033,1.15
2001-02-25,-1.246,1.15
2001-02-26,-6.892,1.15
2001-02-27,-9.854,1.15
2001-02-28,-9.321,1.15
2001-03-01,-4.1,1.15
2001-03-02,-1.775,1.15
2001-03-03,-1.25,1.15
2001-03-04,-7.313,1.15
2001-03-05,-6.883,1.15
2001-03-06,-3.474,1.15
2001-03-07,-2.104,1.15
2001-03-08,-1.817,1.15
2001-03-09,-4.388,1.15
2001-03-10,-2.396,1.15
2001-03-11,-7.483,1.14
2001-03-12,-4.804,1.14
2001-03-13,-1.125,1.14
2001-03-14,0.1,1.14
2001-03-15,-0.317,1.14
2001-03-16,-2.925,1.14
2001-03-17,-1.046,1.14
2001-03-18,0.288,1.14
2001-03-19,1.992,1.14
2001-03-20,2.596,1.14
2001-03-21,3.255,0.6
2001-03-22,2.917,0.6
2001-03-23,-0.692,0.2
2001-03-24,-7.704,0.2
2001-03-25,-10.113,0.2
2001-03-26,-6.642,0.2
2001-03-27,-3.004,0.2
2001-03-28,-0.275,0.2
2001-03-29,0.883,0.2
2001-03-30,0.913,0.2
2001-03-31,1.125,0.2
2001-04-01,1.329,0.2
2001-04-02,0.504,0.2
2001-04-03,-0.504,0.2
2001-04-04,2.558,0.2
2001-04-05,3.85,0.2
2001-04-06,1.883,0.2
2001-04-07,1.692,0.2
2001-04-08,3.742,0.2
2001-04-09,1.582,0.18
2001-04-10,1.529,0.18
2001-04-11,2.471,0.18
2001-04-12,5.121,0.18
2001-04-13,1.6,0.18
2001-04-14,2.642,0.18
2001-04-15,1.287,0.18
2001-04-16,-0.971,0.18
2001-04-17,0.267,0.18
2001-04-18,1.675,0.18
2001-04-19,3.425,0.18
2001-04-20,5.817,0.18
2001-04-21,6.529,0.18
2001-04-22,0.071,0.18
2001-04-23,3.333,0.18
2001-04-24,3.029,1.19
2001-04-25,7.675,1.07
2001-04-26,9.787,1.07
2001-04-27,4.675,1.07
2001-04-28,4.412,1.07
2001-04-29,6.842,1.07
2001-04-30,12.35,1.07
2001-05-01,13.246,1.07
2001-05-02,13.933,1.07
2001-05-03,11.854,2.11
2001-05-04,5.575,2.11
2001-05-05,5.429,2.11
2001-05-06,8.088,2.11
2001-05-07,8.567,2.11
2001-05-08,8.846,2.11
2001-05-09,9.196,2.11
2001-05-10,11.779,2.11
2001-05-11,2.75,2.11
2001-05-12,4.196,1.61
2001-05-13,7.883,1.61
2001-05-14,7.817,1.61
2001-05-15,7.871,1.61
2001-05-16,9.333,1.61
2001-05-17,9.892,1.61
2001-05-18,12.817,1.61
2001-05-19,13.508,1.67
2001-05-20,14.117,1.67
2001-05-21,10.533,1.67
2001-05-22,8.258,1.11
2001-05-23,6.042,2.32
2001-05-24,7.083,2.97
2001-05-25,8.208,2.85
2001-05-26,7.417,1.9
2001-05-27,6.708,1.93
2001-05-28,6.529,3.34
2001-05-29,6.688,2.28
2001-05-30,6.955,2.25
2001-05-31,9.058,2.75
2001-06-01,7.354,2.75
2001-06-02,4.229,2.75
2001-06-03,4.083,2.64
2001-06-04,5.653,2.65
2001-06-05,8.833,2.72
2001-06-06,8.913,2.59
2001-06-07,9.783,3.06
2001-06-08,10.633,3.76
2001-06-09,8.904,4.23
2001-06-10,11.983,4.14
2001-06-11,12.329,4.21
2001-06-12,11.183,3.86
2001-06-13,8.922,3.9
2001-06-14,20.462,4.29
2001-06-15,17.321,4.91
2001-06-16,14.912,4.13
2001-06-17,11.4,4.19
2001-06-18,10.517,4.23
2001-06-19,13.417,4.23
2001-06-20,12.229,4.5
2001-06-21,8.3,4.11
2001-06-22,7.533,4.84
2001-06-23,12.333,5.27
2001-06-24,16.659,6.95
2001-06-25,17.6,6.47
2001-06-26,20.275,8.7
2001-06-27,14.183,6.73
2001-06-28,10.704,6.87
2001-06-29,20.708,8.29
2001-06-30,18.983,6.17
2001-07-01,8.754,5.46
2001-07-02,11.812,5.1
2001-07-03,12.975,6.33
2001-07-04,13.592,5.56
2001-07-05,9.492,5.2
2001-07-06,14.35,5.65
2001-07-07,12.242,7.52
2001-07-08,18.088,8.17
2001-07-09,18.25,8.25
2001-07-10,14.8,7.76
2001-07-11,13.971,7.38
2001-07-12,13.15,8.63
2001-07-13,14.95,8.95
2001-07-14,17.271,10.01
2001-07-15,14.796,10.02
2001-07-16,13.579,10.02
2001-07-17,13.367,10.0
2001-07-18,15.329,11.68
2001-07-19,17.496,11.7
2001-07-20,16.696,12.93
2001-07-21,17.179,13.43
2001-07-22,18.55,16.27
2001-07-23,22.696,15.14
2001-07-24,18.958,11.83
2001-07-25,13.025,12.59
2001-07-26,12.209,12.65
2001-07-27,12.946,12.84
2001-07-28,14.725,12.84
2001-07-29,13.629,14.05
2001-07-30,14.042,13.86
2001-07-31,20.333,13.79
2001-08-01,21.45,13.83
2001-08-02,19.875,13.76
2001-08-03,18.104,16.82
2001-08-04,20.833,17.89
2001-08-05,23.225,15.89
2001-08-06,25.471,16.81
2001-08-07,23.696,17.73
2001-08-08,23.454,17.56
2001-08-09,20.917,15.24
2001-08-10,16.396,14.66
2001-08-11,17.225,14.95
2001-08-12,17.917,14.97
2001-08-13,16.029,15.18
2001-08-14,17.554,15.33
2001-08-15,19.329,15.33
2001-08-16,16.975,15.33
2001-08-17,15.875,15.61
2001-08-18,16.95,16.15
2001-08-19,16.733,16.4
2001-08-20,17.408,17.02
2001-08-21,18.804,16.86
2001-08-22,20.075,17.89
2001-08-23,17.708,16.66
2001-08-24,16.113,16.22
2001-08-25,17.725,16.02
2001-08-26,17.317,17.3
2001-08-27,19.358,17.53
2001-08-28,17.7,16.88
2001-08-29,18.133,16.97
2001-08-30,20.142,16.64
2001-08-31,13.608,14.7
